venue_name,street_hint,title,description,weekday,start_time,end_time,price,currency,restrictions,category,confidence,source_snippet,source_url,scrape_allowed
Cheat's Cheesesteaks,,Special,,,,,10.99,USD,,wings;bbq,medium,"July Special $10.99 Cheat’s Italian Dog Smoked Sausage Stuffed with Provolone Cheese and Peppers, Pepper Relish Aioli, Cheese Whiz, Sweet Peppers, and Scallions Hoagies Served on a Small or Large roll",https://cheatscheesesteaks.com/menu,true
Cheat's Cheesesteaks,,Special,,,,,10.99,USD,,wings;bbq,medium,"July Special $10.99 Cheat’s Italian Dog Smoked Sausage Stuffed with Provolone Cheese and Peppers, Pepper Relish Aioli, Cheese Whiz, Sweet Peppers, and Scallions Hoagies Served on a Small or Large roll",https://cheatscheesesteaks.com/menus,true
Circle K / Wendy's,,Special,,Friday,,,5,USD,,tacos;burgers;bbq,low,"Wendy's 1101 Friday in Cocoa, FL Open 24 Hours Open 24 Hours Open 24 Hours Open 24 Hours Open 24 Hours Open 24 Hours Open 24 HoursVisit Us Today!Get DirectionsContact1101 Friday Rd Cocoa, FL 32926 USM",https://locations.wendys.com/united-states/fl/cocoa/1101-friday-rd,true
Circle K / Wendy's,,Special,,Tuesday,00:00,11:00,5,USD,,tacos;burgers;bbq,high,"Wendy's New Deal, Tx in New Deal, TX Opens At 6:00 AM Opens At 6:00 AM Opens At 6:00 AM Opens At 6:00 AM Opens At 6:00 AM Opens At 6:00 AM Opens At 6:00 AMVisit Us Today!Get DirectionsContact70 S Aspe",https://locations.wendys.com/united-states/tx/new-deal/70-s-aspen-ave,true
Circle K / Wendy's,,Special,,,00:00,11:00,,,,,medium,"Contact70 S Aspen Ave New Deal, TX 79350 USMain Number(806) 416-7862(806) 416-7862Order NowAt This Location:BreakfastCoca-Cola FreestyleMobile OrderingMobile PaymentOpen LateOpen LateOpen LateOpen Lat",https://locations.wendys.com/united-states/tx/new-deal/70-s-aspen-ave,true
Duck Donuts,,Special,,Monday,,,5,USD,,wings,high,"Newsroom2025Dippin', Dealin', and Sprinklin' Happiness: Duck Donuts® Rolls Out a Summer Full of Sweet SurprisesTwo Brand-New Programs and a Celebration That’s All About Sprinkles, Sunshine, and Sharin",https://www.duckdonuts.com/newsroom/dippin-dealin-and-sprinklin-happiness-duck-donuts-rolls-out-a-summer-full-of-sweet-surprises,true
Duck Donuts,,Special,,,,,5,USD,,,medium,Meet the $5 Duck Deals,https://www.duckdonuts.com/newsroom/dippin-dealin-and-sprinklin-happiness-duck-donuts-rolls-out-a-summer-full-of-sweet-surprises,true
Duck Donuts,,Special,,Wednesday,,,2,USD,,,high,"We're sprinkling happiness on National Sprinkle Day, Wednesday, July 23, with two sweet deals. Guests can buy one confetti donut, and get one confetti donut FREE, in-shop only. To keep the celebration",https://www.duckdonuts.com/newsroom/dippin-dealin-and-sprinklin-happiness-duck-donuts-rolls-out-a-summer-full-of-sweet-surprises,true
Duck Donuts,,Special,,Friday,,,6,USD,,wings,high,"Newsroom2025Duck Donuts® Celebrates National Donut Day with Free Cinnamon Sugar Donut and $6 Cinnamon Sugar Half Dozen DealGuests Can Enjoy a Free Cinnamon Sugar Donut In-Store on Friday, June 6, No P",https://www.duckdonuts.com/newsroom/duck-donuts-celebrates-national-donut-day-with-free-cinnamon-sugar-donut-and-6-cinnamon-sugar-half-dozen-deal,true
Duck Donuts,,Special,,,,,6,USD,,,medium,Duck Donuts® Celebrates National Donut Day with Free Cinnamon Sugar Donut and $6 Cinnamon Sugar Half Dozen Deal,https://www.duckdonuts.com/newsroom/duck-donuts-celebrates-national-donut-day-with-free-cinnamon-sugar-donut-and-6-cinnamon-sugar-half-dozen-deal,true
Duck Donuts,,Special,,Friday,,,,,,wings,low,"Newsroom2023Duck Donuts® is Making it a Lucky Friday the 13thBuy Any Dozen Donuts, Receive the 13th Donut Free on Friday, Oct. 13 The Limited-Time Spooky Box Makes its Ghoulish ReturnShareMECHANICSBUR",https://www.duckdonuts.com/newsroom/duck-donuts-is-making-it-a-lucky-friday-the-13th,true
Eddie's Place,,Brunch,,Monday,08:00,15:00,1.75,USD,,brunch,high,SpecialsSunday September 7th Various Yummy Brunch Specials! 08:00 AM - 03:00 PM Mimosa and Bloody Mary Specials! 08:00 AM - 09:00 PM Monday September 8th Chicken Chimichanga 11:00 AM - 09:00 PM Tuesda,https://www.eddiesplacerestaurant.com/charlotte-cotswold-eddies-place-restaurant-happy-hours-specials,true
Eddie's Place,,Brunch,,Sunday,08:00,15:00,,,,brunch,high,Sunday September 7th Various Yummy Brunch Specials! 08:00 AM - 03:00 PM Mimosa and Bloody Mary Specials! 08:00 AM - 09:00 PM,https://www.eddiesplacerestaurant.com/charlotte-cotswold-eddies-place-restaurant-happy-hours-specials,true
Eddie's Place,,Brunch,,,08:00,15:00,,,,brunch,medium,Various Yummy Brunch Specials! 08:00 AM - 03:00 PM,https://www.eddiesplacerestaurant.com/charlotte-cotswold-eddies-place-restaurant-happy-hours-specials,true
Eddie's Place,,Special,,,08:00,21:00,,,,,medium,Mimosa and Bloody Mary Specials! 08:00 AM - 09:00 PM,https://www.eddiesplacerestaurant.com/charlotte-cotswold-eddies-place-restaurant-happy-hours-specials,true
Eddie's Place,,Brunch,,Saturday,08:00,15:00,,,,brunch,high,Saturday September 13th Various Yummy Brunch Specials! 08:00 AM - 03:00 PM Mimosa and Bloody Mary Specials! 08:00 AM - 09:00 PM,https://www.eddiesplacerestaurant.com/charlotte-cotswold-eddies-place-restaurant-happy-hours-specials,true
Eddie's Place,,Brunch,,Monday,08:00,15:00,1.75,USD,,brunch,high,SpecialsSunday September 7th Various Yummy Brunch Specials! 08:00 AM - 03:00 PM Mimosa and Bloody Mary Specials! 08:00 AM - 09:00 PM Monday September 8th Chicken Chimichanga 11:00 AM - 09:00 PM Tuesda,https://www.eddiesplacerestaurant.com/specials,true
Gilde Brewery,,Special,,Saturday,,,6.00,USD,,tacos;wings;burgers;bbq;drinks;happy_hour,low,"Available Saturday and Sunday from 10AM - 3PMFoodBelgium Waffle$6.00A Belgium-Style Waffle served with Butter & Syrup. ADD | Blueberries, Strawberries, or Chocolate Chips - $1Chicken & Waffles$11.00A",https://gilde1546.com/charlotte-lower-south-end-gilde-brewery-food-menu,true
Gilde Brewery,,Special,,,,,10.00,USD,,tacos;wings;burgers;bbq;drinks;happy_hour,low,AppetizersBretzel & Obazda$10.00Warm Salted Pretzel served with Cold German Cheese Dip. Topped with Slivered Onion & Chives.Large Bretzel with Obazda & Mustard Trio$15.00Warm Salted Pretzel served wit,https://gilde1546.com/charlotte-lower-south-end-gilde-brewery-food-menu,true
Gilde Brewery,,Special,,Sunday,10:00,22:00,5,USD,,wings;burgers;drinks;happy_hour,high,"EventsWing Thing SundaysSunday September 7thEvery SundayIn-store exclusiveYou heard it right—Wing Thing Sunday is here as your weekly Sunday Gameday special, just in time for the start of the NFL seas",https://gilde1546.com/charlotte-lower-south-end-gilde-brewery-events,true
Gilde Brewery,,Special,,Sunday,,,5,USD,,wings;drinks;happy_hour,high,"Every SundayIn-store exclusiveYou heard it right—Wing Thing Sunday is here as your weekly Sunday Gameday special, just in time for the start of the NFL season.First, you need something to drink, and w",https://gilde1546.com/charlotte-lower-south-end-gilde-brewery-events,true
Gilde Brewery,,Special,,,,,5,USD,,drinks;happy_hour,medium,"This deal is available for dine-in only—no online orders, no takeout. Just great food, cold $5 beer, and unbeatable vibes.",https://gilde1546.com/charlotte-lower-south-end-gilde-brewery-events,true
Gilde Brewery,,Special,,Wednesday,10:00,22:00,5,USD,,burgers;drinks;happy_hour,low,"Mindless Minutia Music BingoWednesday September 10thEvery Wednesday🎶 Name that tune, win that prize. Wednesdays are officially Music Bingo nights at Gilde — where your playlist knowledge pays off.Joi",https://gilde1546.com/charlotte-lower-south-end-gilde-brewery-events,true
IHOP,,Special,,Monday,07:00,22:00,,,,burgers;drinks;happy_hour,high,"Select Search Type Find an IHOP Near You Enter address, city, or zip code Search All-Day Breakfast & Daily Lunch Specials in Charlotte 230 E Wt Harris Blvd Charlotte, NC 28262 (704) 717-9600 At IHOP,",https://restaurants.ihop.com/en-us/nc/charlotte/breakfast-230-e-wt-harris-blvd-4500/specials,true
IHOP,,Special,,Monday,07:00,21:00,,,,burgers,high,"Select Search Type Find an IHOP Near You Enter address, city, or zip code Search All-Day Breakfast & Daily Lunch Specials in Anchorage 1106 North Muldoon Rd Anchorage, AK 99504 (907) 332-4467 At IHOP,",https://restaurants.ihop.com/en-us/ak/anchorage/breakfast-1106-north-muldoon-rd-3291/specials,true
IHOP,,Special,,Monday,07:00,21:00,,,,burgers,high,"Select Search Type Find an IHOP Near You Enter address, city, or zip code Search All-Day Breakfast & Daily Lunch Specials in Anchorage 11100 Old Seward Hwy Anchorage, AK 99515 (907) 341-4125 At IHOP,",https://restaurants.ihop.com/en-us/ak/anchorage/breakfast-11100-old-seward-hwy-3098/specials,true
IHOP,,Special,,Monday,06:00,22:00,,,,burgers,high,"Select Search Type Find an IHOP Near You Enter address, city, or zip code Search All-Day Breakfast & Daily Lunch Specials in Anchorage 501 E Tudor Rd Anchorage, AK 99503 (907) 279-4467 At IHOP, we ser",https://restaurants.ihop.com/en-us/ak/anchorage/breakfast-501-e-tudor-rd-1763/specials,true
IHOP,,Special,,Monday,07:00,20:00,,,,burgers,high,"Select Search Type Find an IHOP Near You Enter address, city, or zip code Search All-Day Breakfast & Daily Lunch Specials in Wasilla 1890 East Parks Hwy Wasilla, AK 99654 (907) 864-4467 At IHOP, we se",https://restaurants.ihop.com/en-us/ak/wasilla/breakfast-1890-east-parks-hwy-3152/specials,true
IHOP,,Special,,Monday,07:00,22:00,,,,burgers,high,"Select Search Type Find an IHOP Near You Enter address, city, or zip code Search All-Day Breakfast & Daily Lunch Specials in Athens 16211 Athens Limestone Blvd Athens, AL 35613 (256) 232-8708 At IHOP,",https://restaurants.ihop.com/en-us/al/athens/breakfast-16211-athens-limestone-blvd-2110/specials,true
Ilios Crafted Greek,,Special,,MONDAY,11:00,21:00,,,,,high,SpecialsMonday September 8th MOUSSAKA MONDAYS - StoneCrest Location ONLY - While supplies last 11:00 AM - 09:00 PM,https://ilioscraftedgreek.com/charlotte-ilios-crafted-greek-happy-hours-specials,true
JackBeagle's,,Special,,Saturday,09:00,12:00,1.50,USD,,tacos;wings;burgers;bbq;drinks;happy_hour,high,"Our MenuBreakfastLunch & DinnerDaily SpecialsServed 9 am - 12 pm Saturday and SundaysBeagle BiscuitsMake it a combo with your choice of home fries or grits for only +$1.50 more!Bacon, Egg & Cheese$4.5",https://jackbeagles.com/charlotte-jackbeagles-noda-food-menu,true
JackBeagle's,,Special,,Tuesday,09:00,12:00,3.00,USD,,tacos;drinks;happy_hour,low,MenuMonday$3.00Select craft draught.Tuesday$2.00/+Tacos $3.00 | Corona $3.00 | Margaritas $5.00Wednesday$4.00Select craft bottles.Thursday1/2 Price Wine | $5.00 Pink Starburst ShotsFriday$6.00/+Grape,https://jackbeagles.com/charlotte-jackbeagles-noda-food-menu,true
JackBeagle's,,Special,,Monday,09:00,12:00,3.00,USD,,tacos;drinks;happy_hour,low,Monday$3.00Select craft draught.Tuesday$2.00/+Tacos $3.00 | Corona $3.00 | Margaritas $5.00Wednesday$4.00Select craft bottles.Thursday1/2 Price Wine | $5.00 Pink Starburst ShotsFriday$6.00/+Grape Gato,https://jackbeagles.com/charlotte-jackbeagles-noda-food-menu,true
JackBeagle's,,Special,,,09:00,12:00,4.00,USD,,,high,Breakfast from 9 am-12 pm • Drink Specials all day long ~ Mimosa $4.00 | Jack's Big Mimosa $8.00 | Single Bloody Mary $4.00 | Double Bloody Mary $8.00,https://jackbeagles.com/charlotte-jackbeagles-noda-food-menu,true
JackBeagle's,,Special,,Tuesday,10:00,22:00,4,USD,,tacos;wings;burgers,high,Specials NodaMonday September 8th $4 select Draft 10:00 AM - 10:00 PM 1/2 off All our World Famous Mac and Cheeses 11:00 AM - 12:00 AM Tuesday September 9th 3.00 tacos!!!! 09:00 AM - 05:00 PM Wednesda,https://jackbeagles.com/charlotte-jackbeagles-noda-specials,true
JackBeagle's,,Special,,Friday,08:00,18:00,,,,,high,Friday September 12th 1/2 off on All our Specialty waffle fries. 08:00 AM - 06:00 PM,https://jackbeagles.com/charlotte-jackbeagles-noda-specials,true
Joe Mama's Pizza & Grill,,Special,,,10:00,15:00,18.50,USD,,wings;pizza;burgers;bbq;drinks;happy_hour,high,"Specialty PiesCreate your own Pizza12"" $18.50 | 14"" $21.99 | 16"" $25.99 • Up to 4 toppings.Carnivore12"" $19.50 | 14"" $21.99 | 16"" $25.99 • Any four meats of your choice.Classico12"" $18.50 | 14"" $21.99",https://joemommasgrille.com/charlotte-steel-creek-joe-momma-s-pizza-and-grill-food-menu,true
Joe Mama's Pizza & Grill,,Special,,,,,18.50,USD,,wings;pizza;burgers;bbq;drinks;happy_hour,medium,"Specialty PiesCreate your own Pizza12"" $18.50 | 14"" $21.99 | 16"" $25.99 • Up to 4 toppings.Carnivore12"" $19.50 | 14"" $21.99 | 16"" $25.99 • Any four meats of your choice.Classico12"" $18.50 | 14"" $21.99",https://joemommasgrille.com/charlotte-steel-creek-joe-momma-s-pizza-and-grill-food-menu,true
Joe Mama's Pizza & Grill,,Special,,Tuesday,14:00,20:00,25.99,USD,,pizza,high,SpecialsMonday September 8th Buy any large specialty pizza for $25.99 + tax and get a dozen garlic knots for free! Dine in only! 02:00 PM - 08:00 PM Tuesday September 9th Buy any pizza at regular pric,https://joemommasgrille.com/charlotte-steel-creek-joe-momma-s-pizza-and-grill-happy-hours-specials,true
Joe Mama's Pizza & Grill,,Special,,Monday,14:00,20:00,25.99,USD,,pizza,high,Monday September 8th Buy any large specialty pizza for $25.99 + tax and get a dozen garlic knots for free! Dine in only! 02:00 PM - 08:00 PM,https://joemommasgrille.com/charlotte-steel-creek-joe-momma-s-pizza-and-grill-happy-hours-specials,true
Joe Mama's Pizza & Grill,,Special,,,14:00,20:00,25.99,USD,,pizza,high,Buy any large specialty pizza for $25.99 + tax and get a dozen garlic knots for free! Dine in only! 02:00 PM - 08:00 PM,https://joemommasgrille.com/charlotte-steel-creek-joe-momma-s-pizza-and-grill-happy-hours-specials,true
Joe Mama's Pizza & Grill,,Special,,,,,25.99,USD,,pizza,medium,Buy any large specialty pizza for $25.99 + tax and get a dozen garlic knots for free! Dine in only!,https://joemommasgrille.com/charlotte-steel-creek-joe-momma-s-pizza-and-grill-happy-hours-specials,true
KFC,,Special,,,,,5,USD,,,medium,"PromotionsGrab Your Taste of KFC® Deal NowOur Taste of KFC® Deals are classic, finger lickin' good fried chicken meals for one, two or a few starting at just $5! Order these new KFC® specials near you",https://locations.kfc.com/ca/long-beach/1601-east-seventh-street,true
KFC,,Special,,,,,5,USD,,,medium,"PromotionsGrab Your Taste of KFC® Deal NowOur Taste of KFC® Deals are classic, finger lickin' good fried chicken meals for one, two or a few starting at just $5! Order these new KFC® specials near you",https://locations.kfc.com/ca/long-beach/1601-east-seventh-street/chickennugget,true
KFC,,Special,,,,,5,USD,,,medium,"PromotionsGrab Your Taste of KFC® Deal NowOur Taste of KFC® Deals are classic, finger lickin' good fried chicken meals for one, two or a few starting at just $5! Order these new KFC® specials near you",https://locations.kfc.com/ca/long-beach/1601-east-seventh-street/chickensandwich,true
KFC,,Special,,,,,5,USD,,,medium,"PromotionsGrab Your Taste of KFC® Deal NowOur Taste of KFC® Deals are classic, finger lickin' good fried chicken meals for one, two or a few starting at just $5! Order these new KFC® specials near you",https://locations.kfc.com/fl/miami/3515-nw-seventh-avenue,true
KFC,,Special,,,,,5,USD,,,medium,"PromotionsGrab Your Taste of KFC® Deal NowOur Taste of KFC® Deals are classic, finger lickin' good fried chicken meals for one, two or a few starting at just $5! Order these new KFC® specials near you",https://locations.kfc.com/fl/miami/3515-nw-seventh-avenue/chickennugget,true
KFC,,Special,,,,,5,USD,,,medium,"PromotionsGrab Your Taste of KFC® Deal NowOur Taste of KFC® Deals are classic, finger lickin' good fried chicken meals for one, two or a few starting at just $5! Order these new KFC® specials near you",https://locations.kfc.com/fl/miami/3515-nw-seventh-avenue/chickensandwich,true
Konnichiwa,,Special,,,19:00,08:00,20.00,USD,,sushi,high,Chef's Specials*O Toro$20.00/nigiri$22.00/sashimiFatty tuna*Madai$14.00/nigiri$16.00/sashimiRed SnapperSoup / SaladMiso Soup$3.00Konnichiwa House Soup$3.00Konnichiwa House Salad$5.00Cucumber Salad$5.0,https://konnichiwacharlotte.com/charlotte-dilworth-konnichiwa-food-menu,true
Konnichiwa,,Special,,,,,20.00,USD,,,medium,Chef's Specials*O Toro$20.00/nigiri$22.00/sashimiFatty tuna*Madai$14.00/nigiri$16.00/sashimiRed Snapper,https://konnichiwacharlotte.com/charlotte-dilworth-konnichiwa-food-menu,true
Konnichiwa,,Special,,Tuesday,11:00,21:30,,,,,high,SpecialsMonday September 8th We currently do not have any drink specials due to short supplies. We will restart our daily specials once we are able to bring in more supplies. Thank you for your unders,https://konnichiwacharlotte.com/charlotte-dilworth-konnichiwa-happy-hours-specials,true
Konnichiwa,,Special,,Monday,11:00,21:30,,,,,high,Monday September 8th We currently do not have any drink specials due to short supplies. We will restart our daily specials once we are able to bring in more supplies. Thank you for your understanding,https://konnichiwacharlotte.com/charlotte-dilworth-konnichiwa-happy-hours-specials,true
Konnichiwa,,Special,,,11:00,21:30,,,,,medium,We currently do not have any drink specials due to short supplies. We will restart our daily specials once we are able to bring in more supplies. Thank you for your understanding 11:00 AM - 09:30 PM,https://konnichiwacharlotte.com/charlotte-dilworth-konnichiwa-happy-hours-specials,true
Konnichiwa,,Special,,Wednesday,11:00,21:30,,,,,high,Wednesday September 10th We currently do not have any drink specials due to short supplies. We will restart our daily specials once we are able to bring in more supplies. Thank you for your understand,https://konnichiwacharlotte.com/charlotte-dilworth-konnichiwa-happy-hours-specials,true
Krispy Kreme,,Special,,Wednesday,,,,,,,low,"Wednesday, July 30th - Sunday, Aug 10thKrispy Kreme® x Crocs™Step into the spotlight and walk like you’re the hottest item on the menu with the Krispy Kreme® x Crocs ™ collaboration — where bold style",https://www.krispykreme.com/promos/crocs,true
Mac's Speed Shop,,Special,,Monday,11:00,14:00,10,USD,,burgers,high,"Lunch SpecialsDownload PDFNot valid for any other discount or offer. Dine-in only. Available Monday - Friday from 11am - 2pm.$10 Speed Lunch Smoked 1/4 Chicken $101/4 chicken, light or dark served wit",https://macspeedshop.com/menus/lunch-specials/,true
Mac's Speed Shop,,Happy Hour,,Sunday,12:00,16:00,4,USD,,burgers;drinks;happy_hour,low,"12 events found. [{""@context"":""http://schema.org"",""@type"":""Event"",""name"":""Sunday Football"",""description"":""&lt;p&gt;$4 Domestic Pints | $4 Mimosas | $7 Minus 196 Cans | $7 Signature Bloody Marys | The",https://macspeedshop.com/events,true
Mac's Speed Shop,,Happy Hour,,Sunday,17:00,22:00,4,USD,,burgers;drinks;happy_hour,low,"September 2025 Sun 7 September 7, 2025 @ 1:00 pm - January 4, 2026 @ 11:00 pm Sunday Football Concord Mills 8021 Concord Mills Boulevard, Concord, North Carolina +8 more $4 Domestic Pints | $4 Mimosas",https://macspeedshop.com/events,true
Mac's Speed Shop,,Special,,Monday,19:00,22:00,3,USD,,burgers,low,"Mon 8 September 8 @ 7:00 pm - 10:00 pm Recurring Monday Night Football Concord Mills 8021 Concord Mills Boulevard, Concord, North Carolina +7 more 1/2 Price Burger & Fries | $3 Busch Light Pints | $5",https://macspeedshop.com/events,true
Mac's Speed Shop,,Special,,,,,3,USD,,burgers,medium,"1/2 Price Burger & Fries | $3 Busch Light Pints | $5 Wells | $4 Athletic (NA), Run Wild Pints *Food special available kick off to end of game",https://macspeedshop.com/events,true
Mac's Speed Shop,,Happy Hour,,,17:00,19:00,,,,drinks;happy_hour,medium,"Tue 9 September 9 @ 5:00 pm - 7:00 pm Live Music From Brett Bartschi! Greenville 930 S Main St, Greenville, SC, United States Come out and grab a Happy Hour drink special from 5pm-7pm! ✭ ½ Price Draft",https://macspeedshop.com/events,true
MOD Pizza,,Special,,MONDAY,10:30,22:00,,,,pizza,low,MOD Pizza Sunnyside Road 10:30 AM - 10:00 PM 10:30 AM - 10:00 PM 10:30 AM - 10:00 PM 10:30 AM - 11:00 PM 10:30 AM - 11:00 PM 10:30 AM - 11:00 PM 10:30 AM - 10:00 PMORDER NOWVIEW MENURestaurant Info120,https://locations.modpizza.com/usa/or/happy-valley/12091-se-sunnyside-rd,true
North Italia,,Happy Hour,,,,,7,USD,,wings;pizza;brunch;drinks;happy_hour,medium,Brunch Lunch Dinner Kids Dessert Happy Hour Brunch Lunch Dinner Kids Dessert Happy Hour View as PDF Small Plates Perfect to share! Daily Soup 10 Grilled Bread & Good Olive Oil 8.5 grana padano & herbs,https://www.northitalia.com/locations/charlotte-nc/menus/lunch-menu/,true
North Italia,,Happy Hour,,,,,7,USD,,wings;pizza;brunch;drinks;happy_hour,medium,"Brunch Lunch Dinner Kids Dessert Happy Hour Brunch Lunch Dinner Kids Dessert Happy Hour View as PDF Breakfast Banana Coffee Cake 13 Perfect to share! Dark rum butterscotch, caramelized banana, crème f",https://www.northitalia.com/locations/charlotte-nc/menus/brunch-menu/,true
North Italia,,Happy Hour,,,,,7,USD,,wings;pizza;brunch;drinks;happy_hour,medium,Brunch Lunch Dinner Kids Dessert Happy Hour Brunch Lunch Dinner Kids Dessert Happy Hour View as PDF Small Plates Perfect to share! Daily Soup 10 Grilled Bread & Good Olive Oil 8.5 grana padano & herbs,https://www.northitalia.com/locations/charlotte-nc/menus/dinner-menu/,true
North Italia,,Happy Hour,,,16:00,08:00,1,USD,,pizza;burgers;brunch;drinks;happy_hour,high,Brunch Lunch Dinner Kids Dessert Happy Hour Brunch Lunch Dinner Kids Dessert Happy Hour View as PDF For the Lil' Ones with your choice of soft drink (5-260 cal) or nonfat milk (60 cal) Spaghetti 10 Ch,https://www.northitalia.com/locations/charlotte-nc/menus/kids-menu/,true
